,card_number,expiry_date,card_provider,date_payment_confirmed
4298,4771935519001240000,01/25,VISA 19 digit,1994-10-29
4299,4359935800991980,12/30,VISA 16 digit,2007-12-30
4300,6011461937554730,09/24,Discover,1998-06-09
4301,2289192796319960,06/28,Mastercard,1997-03-14
4302,375351960865313,05/28,American Express,2006-05-20
4303,586988110886,02/32,Maestro,2003-12-24
4304,4214816564762,11/31,VISA 13 digit,2009-05-31
4305,5490899771528630,12/30,Mastercard,2016-10-03
4306,4824901991016570,03/25,VISA 16 digit,1994-10-25
4307,379216309334303,07/24,American Express,1994-01-16
4308,213180995230995,10/27,JCB 15 digit,2000-09-24
4309,567416010674,01/23,Maestro,1995-08-30
4310,588165713912,12/29,Maestro,2006-01-22
4312,4464855438959690000,04/26,VISA 19 digit,2017-11-17
4313,5452693596079080,05/31,Mastercard,2013-05-16
4314,3597030341226300,03/31,JCB 16 digit,1993-07-11
4315,36747499202111,11/30,Diners Club / Carte Blanche,2013-11-21
4316,30272645258921,06/26,Diners Club / Carte Blanche,2017-03-29
4317,3519058895138500,02/31,JCB 16 digit,1993-04-12
4318,4017781683990,10/24,VISA 13 digit,2012-04-18
4319,4380697169322210000,04/29,VISA 19 digit,2018-02-26
4320,4222448775944300,08/26,VISA 16 digit,1994-09-29
4321,30513178745895,05/32,Diners Club / Carte Blanche,2003-01-20
4322,60461363602,07/24,Maestro,2016-05-20
4323,371490932038072,05/30,American Express,2003-03-22
4324,6529773391778790,07/30,Discover,2004-11-24
4325,3597569521645120,11/26,JCB 16 digit,1996-05-14
4326,30252114380794,10/26,Diners Club / Carte Blanche,1997-08-15
4327,4187790196506,03/27,VISA 13 digit,2008-01-06
4328,4749269243786,12/26,VISA 13 digit,2009-02-25
4329,2285350999022410,07/23,Mastercard,2006-01-05
4330,4869875863965820,06/26,VISA 16 digit,2016-09-11
4331,374532156060683,06/25,American Express,2000-11-11
4332,4527076469883590,11/32,VISA 16 digit,2007-09-30
4333,503814285808,03/23,Maestro,2008-12-18
4334,4416297821575,02/29,VISA 13 digit,2006-09-21
4335,213167129761037,10/24,JCB 15 digit,2001-12-29
4336,4140362403583400000,03/31,VISA 19 digit,2000-02-05
4337,2253501879755260,11/30,Mastercard,2008-08-25
4338,502008867959,10/30,Maestro,2005-09-25
4339,4495446346429,02/31,VISA 13 digit,2022-05-06
4340,3554071100287220,03/23,JCB 16 digit,2008-07-02
4341,378569336671431,09/29,American Express,2013-03-23
4342,30007632670385,08/26,Diners Club / Carte Blanche,2018-06-18
4343,4662421531099,02/26,VISA 13 digit,2009-02-25
4344,4463869687403480,08/30,VISA 16 digit,2018-08-15
4345,6011845914288550,05/25,Discover,2008-05-31
4346,4306412835684370000,10/31,VISA 19 digit,2012-04-14
4347,6504824724213520,01/26,Discover,2012-11-03
4348,371479196143777,05/30,American Express,2001-05-26
4349,213171036477588,10/29,JCB 15 digit,2002-06-15
4350,675921230875,05/25,Maestro,2004-07-26
4351,4410868742211,05/26,VISA 13 digit,2014-06-04
4352,6561892809321280,08/30,Discover,1994-04-11
4353,4668361044717920,03/26,VISA 16 digit,1994-12-13
4354,6011302299554780,12/22,Discover,1999-10-25
4355,347228523198785,09/26,American Express,2009-02-28
4356,4092552964230770,12/27,VISA 16 digit,2015-06-06
4357,4320424868465210000,11/32,VISA 19 digit,2022-06-14
4358,502062046797,08/26,Maestro,2018-01-08
4359,4807466165916680000,06/30,VISA 19 digit,2000-02-11
4360,349517881023249,05/29,American Express,1993-04-27
4361,4990457459889,06/31,VISA 13 digit,1993-10-06
4362,4981431057408580,11/23,VISA 16 digit,2000-04-07
4363,4857031393136000,07/32,VISA 16 digit,2002-04-13
4364,4582333054542210,02/30,VISA 16 digit,2022-10-29
4365,4471269563805890,11/23,VISA 16 digit,2007-09-05
4366,340903895628513,03/24,American Express,1999-12-25
4368,2287387367557550,09/32,Mastercard,2005-02-25
4369,6507560125958920,04/24,Discover,2014-08-05
4370,60450295922,10/32,Maestro,2011-08-29
4371,4942156317694880,03/28,VISA 16 digit,1993-10-20
4372,30342617673496,05/29,Diners Club / Carte Blanche,2004-03-29
4373,3528186431097350,11/31,JCB 16 digit,1998-05-03
4374,4455203158718910,10/24,VISA 16 digit,2015-09-03
4375,501821246466,11/28,Maestro,2003-12-20
4376,36009317239209,08/31,Diners Club / Carte Blanche,2017-02-12
4378,4318482502426,05/31,VISA 13 digit,1998-09-15
4379,36120924922812,04/29,Diners Club / Carte Blanche,1999-05-11
4380,6565497866332020,02/28,Discover,2013-07-27
4381,4672483872471,07/32,VISA 13 digit,2019-07-12
4382,3502931170856270,11/27,JCB 16 digit,2020-01-22
4383,343017770365641,10/31,American Express,2013-09-28
4384,4518525969474650,05/27,VISA 16 digit,2008-07-29
4385,347366952242342,08/30,American Express,2014-10-29
4386,371698358478578,04/27,American Express,2006-11-24
4387,6011464141683910,07/29,Discover,1994-09-09
4388,676285277858,08/25,Maestro,2019-07-09
4389,2239233208069760,05/28,Mastercard,1995-11-02
4390,4038235494284170,11/28,VISA 16 digit,2007-03-30
4391,3503787845845780,05/32,JCB 16 digit,2005-09-01
4392,6529400843667790,11/25,Discover,2003-07-12
4393,180054302514517,09/30,JCB 15 digit,1993-01-29
4394,345358866060516,04/31,American Express,2016-02-11
4395,30014860881718,06/32,Diners Club / Carte Blanche,2015-09-26
4396,4129900994358410,06/25,VISA 16 digit,1998-02-19
4397,3575991546710620,09/26,JCB 16 digit,2015-11-16
4398,6504263247212560,07/28,Discover,2021-08-10
4399,4941137168084300,10/26,VISA 16 digit,2003-06-13
4400,4881362990312310,07/32,VISA 16 digit,2017-03-15
4401,3508089490107320,05/26,JCB 16 digit,2003-01-23
4402,347453066275507,10/30,American Express,1993-07-14
4403,6011495453767240,01/28,Discover,2004-10-30
4404,4998597822577,03/25,VISA 13 digit,1994-07-17
4405,4379462864597960,12/27,VISA 16 digit,2014-03-30
4406,36700360423779,05/25,Diners Club / Carte Blanche,1998-06-15
4407,2249636367390590,07/32,Mastercard,2008-05-02
4408,4351086256975280000,11/26,VISA 19 digit,2012-09-21
4409,6011737199606850,06/23,Discover,2001-06-01
4410,3502527094727840,05/28,JCB 16 digit,1997-03-24
4411,373119746143293,02/23,American Express,2002-01-17
4412,675900201483,08/23,Maestro,1995-12-28
4413,4082603574757830000,08/25,VISA 19 digit,2000-08-04
4414,4168983625645930,01/27,VISA 16 digit,2000-01-08
4415,4744184354347,07/23,VISA 13 digit,2013-05-16
4416,38949686396049,01/28,Diners Club / Carte Blanche,1997-02-11
4417,30065090728830,01/32,Diners Club / Carte Blanche,1995-09-03
4418,36354409844767,09/30,Diners Club / Carte Blanche,2019-08-09
4419,3552331713072910,06/32,JCB 16 digit,2007-09-15
4420,345405292976102,08/29,American Express,2011-10-01
4421,340269063271357,11/25,American Express,2013-12-04
4422,3591712392589020,07/30,JCB 16 digit,2011-10-17
4424,4093590061777,02/27,VISA 13 digit,2016-04-10
4425,60119147221111,10/30,Discover,2021-10-31
4426,36241558552046,12/23,Diners Club / Carte Blanche,2013-04-19
4427,4374427160879,11/29,VISA 13 digit,2016-10-08
4428,6011632154301780,04/24,Discover,2012-04-02
4429,5432984778773110,12/24,Mastercard,1993-03-13
4430,4591385331005990000,06/28,VISA 19 digit,2013-05-04
4431,340342893696299,11/25,American Express,2007-07-26
4432,3527471564726670,03/28,JCB 16 digit,1994-06-20
4433,3591793775053700,04/26,JCB 16 digit,1999-12-31
4434,30297760268660,02/30,Diners Club / Carte Blanche,1997-04-24
4435,4483120065723460000,01/28,VISA 19 digit,2002-05-23
4436,6576939853452180,12/29,Discover,2019-05-13
4437,4648938047752,01/26,VISA 13 digit,2006-12-12
4438,4120277122761320,03/25,VISA 16 digit,2017-10-28
4439,4063319844220990,10/23,VISA 16 digit,2011-06-06
4440,213186329570485,02/26,JCB 15 digit,2017-07-05
4441,213113671579344,07/25,JCB 15 digit,2011-11-07
4442,584687863764,07/31,Maestro,2003-12-27
4443,4675192232374750000,09/30,VISA 19 digit,2018-08-15
4444,4098704980508920,04/25,VISA 16 digit,2003-07-19
4445,180061889132746,08/25,JCB 15 digit,2015-05-12
4446,4180300819175440,04/32,VISA 16 digit,2006-11-02
4447,3561208149108840,01/24,JCB 16 digit,2016-03-31
4448,4873504915763270,10/30,VISA 16 digit,2004-11-10
4449,3566934081665330,05/28,JCB 16 digit,2009-12-18
4450,5104032840313820,04/32,Mastercard,2011-10-24
4451,213193417496920,03/25,JCB 15 digit,1996-05-24
4452,4381362652174,05/23,VISA 13 digit,2018-06-15
4453,4358432912283,09/31,VISA 13 digit,2004-08-10
4454,180006408090875,03/28,JCB 15 digit,2010-06-11
4455,3505727833905730,10/23,JCB 16 digit,2001-07-08
4456,4875027828228,04/25,VISA 13 digit,2016-04-30
4457,4628639365208,08/27,VISA 13 digit,2000-02-18
4458,36897967711646,08/29,Diners Club / Carte Blanche,1993-12-26
4459,4316693290210590,02/27,VISA 16 digit,2017-07-03
4460,30012534757074,11/27,Diners Club / Carte Blanche,2017-07-13
4461,343181258427537,04/23,American Express,2004-02-18
4462,3538824945537790,05/27,JCB 16 digit,2010-10-04
4463,60424811143,10/32,Maestro,2014-08-12
4464,213107988029704,11/28,JCB 15 digit,2016-08-07
4465,30220857685885,12/24,Diners Club / Carte Blanche,1995-04-11
4466,2282031716253250,08/28,Mastercard,2016-04-14
4467,213153002745941,11/24,JCB 15 digit,2002-09-26
4468,4966570747696440,07/28,VISA 16 digit,2001-01-01
4469,30124497590135,07/31,Diners Club / Carte Blanche,2021-01-31
4470,3501033579145390,08/24,JCB 16 digit,2013-12-20
4471,4222745731865,08/28,VISA 13 digit,1993-05-31
4472,2278869810949810,04/31,Mastercard,2022-10-29
4473,347600180337890,03/24,American Express,2000-11-17
4474,3563105290145460,11/29,JCB 16 digit,1999-03-25
4475,676139514779,06/23,Maestro,1995-03-01
4476,4452702658299250,01/32,VISA 16 digit,2005-04-05
4477,180074620808540,08/28,JCB 15 digit,2007-10-11
4478,4484111249468130,10/32,VISA 16 digit,2002-07-18
4480,373427247461381,06/31,American Express,2011-09-02
4481,4280096981011600,01/31,VISA 16 digit,1994-06-23
4482,30176243578798,07/23,Diners Club / Carte Blanche,1994-03-13
4483,4183295947550,12/31,VISA 13 digit,1992-12-01
4484,344719727731424,03/29,American Express,1999-02-14
4485,6011234757545330,02/29,Discover,2020-11-10
4486,347576971345260,06/31,American Express,2018-11-15
4487,342683093673960,09/28,American Express,2018-12-09
4488,374098081621189,02/24,American Express,1994-10-31
4489,3500595435909750,08/31,JCB 16 digit,2006-06-18
4490,3523894057988120,10/26,JCB 16 digit,2003-07-15
4491,213133470768971,08/32,JCB 15 digit,2017-04-06
4492,6011849055946030,04/27,Discover,1998-04-24
4493,3559590009902850,05/28,JCB 16 digit,2017-03-24
4494,30491747659493,03/23,Diners Club / Carte Blanche,2011-12-20
4495,4485623366233,03/30,VISA 13 digit,2006-03-05
4496,4835607597602730,08/27,VISA 16 digit,1997-11-28
4497,4086394119247450000,06/30,VISA 19 digit,2000-10-14
4498,3575287178237020,03/26,JCB 16 digit,2014-08-03
4499,4589535768350,07/27,VISA 13 digit,2021-04-11
4500,5367367138508100,08/29,Mastercard,2002-08-17
4501,347417125540714,07/31,American Express,1995-09-06
4502,3529311397829480,01/29,JCB 16 digit,2011-10-12
4503,30371427593941,01/27,Diners Club / Carte Blanche,1995-07-26
4504,3500300716106580,04/31,JCB 16 digit,2002-08-06
4505,180059398164515,02/23,JCB 15 digit,2004-06-29
4506,4094137824894440,04/28,VISA 16 digit,1995-03-05
4507,3554736223722360,08/23,JCB 16 digit,1995-10-29
4508,4081954963702350,09/24,VISA 16 digit,2014-08-12
4509,30420772629980,03/27,Diners Club / Carte Blanche,2022-06-29
4510,6011186627549540,07/30,Discover,1996-06-27
4511,3533899098587230,01/31,JCB 16 digit,2016-05-28
4512,4196103030435,05/30,VISA 13 digit,2005-03-06
4513,4452286308766810,11/23,VISA 16 digit,2003-05-15
4514,4243463183035870,11/29,VISA 16 digit,2017-04-06
4515,2547454193876280,08/28,Mastercard,1998-09-06
4516,180026784108125,12/28,JCB 15 digit,2018-05-28
4517,3527567500018460,05/24,JCB 16 digit,1996-05-16
4518,4649634478986600000,04/27,VISA 19 digit,1994-01-26
4519,3539029274562160,12/25,JCB 16 digit,2012-07-09
4520,639079098047,12/31,Maestro,2002-03-15
4521,4177041454864400,06/27,VISA 16 digit,1994-09-13
4522,4376867941731860000,01/29,VISA 19 digit,2015-06-15
4523,2222990534250270,03/25,Mastercard,2000-05-25
4524,347166588504051,11/25,American Express,1998-07-26
4525,371126421550843,01/25,American Express,2013-01-02
4526,6011651890207880,02/25,Discover,2017-10-25
4527,4234327583046710000,07/31,VISA 19 digit,2018-03-12
4528,30434492881920,10/27,Diners Club / Carte Blanche,2011-03-04
4529,379761042583690,05/28,American Express,1998-10-30
4530,3550457167216810,09/29,JCB 16 digit,1998-09-15
4531,676258642765,03/28,Maestro,1994-02-28
4532,4997817306941480000,04/24,VISA 19 digit,2004-04-30
4533,676214546878,01/29,Maestro,2008-12-29
4534,213160931351659,03/25,JCB 15 digit,2016-01-23
4536,213103376002015,11/28,JCB 15 digit,2011-09-21
4537,3511711150426930,10/27,JCB 16 digit,1997-12-15
4538,4661156114766800000,12/25,VISA 19 digit,2016-10-27
4539,213133784651822,06/31,JCB 15 digit,2002-03-23
4540,3596018102700500,06/28,JCB 16 digit,2000-07-31
4541,560588437650,01/32,Maestro,2012-03-24
4542,6011420984883310,06/25,Discover,2004-03-02
4543,6545801546223100,02/26,Discover,2019-09-02
4544,180027258449185,04/29,JCB 15 digit,2001-08-04
4545,6584295618145330,06/26,Discover,2003-12-24
4546,6570382253610680,08/30,Discover,2010-05-14
4547,213195931998851,10/27,JCB 15 digit,2016-07-16
4548,4509845763034430,01/32,VISA 16 digit,2021-06-16
4549,3588957792815490,10/28,JCB 16 digit,1998-01-31
4550,3573483512477780,11/24,JCB 16 digit,2011-02-04
4551,180038965064134,02/28,JCB 15 digit,2015-06-16
4552,4096972605826170000,10/32,VISA 19 digit,1995-09-05
4553,5495150489051210,01/32,Mastercard,2005-10-06
4554,3525396279370360,06/29,JCB 16 digit,2007-10-24
4555,5314099394539810,07/31,Mastercard,1997-06-05
4556,3555883873293240,07/26,JCB 16 digit,2017-08-15
4557,3581209213149430,03/29,JCB 16 digit,2008-11-04
4558,30350656390401,10/29,Diners Club / Carte Blanche,2006-08-05
4559,375132220435588,09/28,American Express,2019-04-01
4560,675906667026,08/30,Maestro,2012-03-02
4561,180048341393644,09/26,JCB 15 digit,1993-08-18
4562,30358182185708,12/30,Diners Club / Carte Blanche,1995-06-30
4563,639026017421,08/23,Maestro,1998-06-22
4564,36070490028173,08/29,Diners Club / Carte Blanche,2000-01-16
4565,3532101409606590,12/31,JCB 16 digit,2015-01-08
4566,502042823927,09/23,Maestro,2016-12-19
4567,2672840761204060,04/24,Mastercard,1992-12-09
4568,6011355859061520,09/32,Discover,2003-02-20
4569,3562870448272910,03/30,JCB 16 digit,2018-02-11
4570,6544831235205230,10/28,Discover,2019-04-02
4571,4813698446117540000,03/24,VISA 19 digit,2021-02-28
4572,2235027007349940,11/25,Mastercard,2010-01-03
4573,5307879798099860,03/24,Mastercard,2009-08-08
4574,180046034494448,03/31,JCB 15 digit,2007-10-07
4575,4077228060153270000,05/23,VISA 19 digit,2016-03-01
4576,379637882284104,03/25,American Express,1996-06-14
4577,213119318469179,04/23,JCB 15 digit,2008-09-14
4578,3550718909336670,12/25,JCB 16 digit,2021-03-17
4579,4085965124094010000,07/31,VISA 19 digit,1998-10-26
4580,374618582727795,07/25,American Express,1997-01-03
4581,3562459895046980,10/30,JCB 16 digit,2015-11-22
4582,4882761709886330,02/23,VISA 16 digit,2009-09-28
4583,3547659388830040,03/23,JCB 16 digit,1998-08-03
4584,4743638222527380,03/28,VISA 16 digit,2020-03-20
4585,630467845313,01/24,Maestro,2012-08-05
4586,2298207781551130,08/25,Mastercard,2018-02-08
4587,4870774621702,06/32,VISA 13 digit,1994-10-07
4588,4934395476359340,06/31,VISA 16 digit,2002-10-14
4589,3591188006582030,04/25,JCB 16 digit,2003-10-12
4590,6011253822247980,01/28,Discover,1998-08-07
4592,6590322460530080,02/27,Discover,2005-06-10
4593,30543604700032,05/32,Diners Club / Carte Blanche,2013-10-14
4594,2699463617369850,05/28,Mastercard,2005-08-02
4595,4886062882439670,05/29,VISA 16 digit,2008-02-09
4596,4345255947674870,11/25,VISA 16 digit,2016-07-03
4597,3529994471404310,10/31,JCB 16 digit,2014-12-18
4598,4728857584615890000,12/29,VISA 19 digit,2010-06-15
4599,3504675322554260,09/32,JCB 16 digit,2001-06-27
4600,372807109741007,04/26,American Express,1997-11-18
4601,180019946700855,02/30,JCB 15 digit,2014-10-13
4602,4501809699774980000,05/30,VISA 19 digit,2014-11-29
4603,4509816567060920,01/24,VISA 16 digit,2012-06-11
4604,4429524576203260000,01/28,VISA 19 digit,2004-10-31
4605,4868155381110780,02/31,VISA 16 digit,2011-06-01
4606,6011384637608720,01/23,Discover,2016-06-02
4607,4744435066391380000,01/31,VISA 19 digit,2012-05-07
4608,4131996790733770,06/26,VISA 16 digit,2007-05-10
4609,180081438752588,07/23,JCB 15 digit,2008-08-29
4610,4394020910785,12/27,VISA 13 digit,2021-04-19
4611,213129927106807,05/29,JCB 15 digit,2007-07-17
4612,3552834324230410,09/25,JCB 16 digit,1999-09-23
4613,4636579566371810,11/28,VISA 16 digit,2006-08-18
4614,4120986400068310,09/27,VISA 16 digit,2013-02-24
4615,4643860704531610000,06/26,VISA 19 digit,2011-01-13
4616,379323385980791,12/30,American Express,1997-02-12
4617,4381265480034320000,02/28,VISA 19 digit,2004-10-24
4618,639021330845,03/29,Maestro,2020-10-04
4619,2720411470193920,03/25,Mastercard,1998-06-24
4620,213110062933544,11/27,JCB 15 digit,2008-09-08
4621,4509851924089960,12/28,VISA 16 digit,2012-07-01
4622,570377210903,06/30,Maestro,2010-02-14
4623,30103923292045,03/31,Diners Club / Carte Blanche,2019-02-24
4624,5576523039575470,08/31,Mastercard,2019-06-25
4625,4441175021437,12/28,VISA 13 digit,2005-11-11
4626,587056421221,02/28,Maestro,2002-08-29
4627,379423348300390,10/28,American Express,2011-07-19
4628,4287566187002150000,03/24,VISA 19 digit,2004-02-10
4629,6591810499485240,03/30,Discover,2007-10-12
4630,4715985033432710000,05/30,VISA 19 digit,1993-03-03
4631,38608948414384,04/24,Diners Club / Carte Blanche,2021-04-12
4632,6531750459268080,07/28,Discover,2018-07-27
4633,4730940507799,01/23,VISA 13 digit,2021-06-26
4634,4134272011378940000,11/27,VISA 19 digit,2022-04-11
4635,6011550378403760,12/31,Discover,2010-10-06
4636,30317984939761,11/30,Diners Club / Carte Blanche,1998-06-30
4637,2704969224908180,03/31,Mastercard,2018-03-01
4638,4749626908100480000,03/29,VISA 19 digit,2014-07-05
4639,342190849271685,10/32,American Express,2015-05-13
4640,4050633967262240000,05/30,VISA 19 digit,1997-03-10
4641,213191958121055,07/27,JCB 15 digit,2002-02-01
4642,4206002271742260000,01/25,VISA 19 digit,2016-04-07
4643,2223071321865480,02/32,Mastercard,2000-01-02
4644,4959858103546210000,06/28,VISA 19 digit,2007-11-07
4645,3508654293045240,05/27,JCB 16 digit,2006-03-08
4646,3577051539437870,03/29,JCB 16 digit,2005-10-20
4648,4977521259954080,01/27,VISA 16 digit,1998-09-18
4649,4595887796774,12/22,VISA 13 digit,2007-11-07
4650,213126225572706,02/25,JCB 15 digit,2005-08-31
4651,4991625137695500000,01/23,VISA 19 digit,2010-05-21
4652,347945850283845,05/24,American Express,1996-07-16
4653,4995693549831640,01/32,VISA 16 digit,1997-06-15
4654,2653161670052480,02/31,Mastercard,2020-10-18
4655,501858250977,04/26,Maestro,2013-04-09
4656,3596806685381490,12/31,JCB 16 digit,2011-06-12
4657,3511177952406080,05/23,JCB 16 digit,2021-12-28
4658,4940854298766910,12/29,VISA 16 digit,1997-08-09
4659,4096323575923610,03/24,VISA 16 digit,1999-12-20
4660,4024713565455160,09/29,VISA 16 digit,2000-01-04
4661,2252605570538040,04/24,Mastercard,2003-09-10
4662,3573148147809570,04/25,JCB 16 digit,1999-03-18
4663,676172347806,02/32,Maestro,2006-03-06
4664,3539555112152620,08/31,JCB 16 digit,2014-12-07
4665,180073628568593,11/32,JCB 15 digit,2013-11-22
4666,38399301604551,01/24,Diners Club / Carte Blanche,2009-01-29
4667,2655830176628260,03/26,Mastercard,2003-08-09
4668,349766467456956,05/31,American Express,2002-08-27
4669,2503278815841620,12/24,Mastercard,1994-08-11
4670,3547598292949170,06/24,JCB 16 digit,2012-07-28
4671,4619400050012,10/31,VISA 13 digit,2022-06-22
4672,373888556148010,10/24,American Express,2011-12-17
4673,4963011744955,01/24,VISA 13 digit,2019-01-15
4674,564107571593,07/28,Maestro,2001-10-21
4675,6011501589418050,07/24,Discover,2004-05-25
